comment_id,comment_text,comment_published_at,comment_updated_at,author_display_name,like_count,reply_count,channel_subscriber_count,channel_video_count,channel_view_count,channel_created_at,channel_description_length,video_comment_count,text_length,word_count,emoji_ratio,uppercase_ratio,special_char_ratio,repeat_char_ratio,unicode_weird_ratio,invisible_char_ratio,masked_keyword_ratio,stretched_word_ratio,slang_ratio,slang_distortion_ratio,any_obf,llm_label,llm_confidence,llm_reason,llm_source
2314,"Gokil! Jackpot 𝗞𝗢𝗜𝗦𝗟𝗢𝗧☘ 300k meledak, superwin makin jozz!",2025-03-14T19:43:46Z,2025-03-14T19:43:46Z,@miyyaaZGabGpl,0,0,0,0,0,2025-03-14T19:41:38.741298Z,0,109,58,8,0,0.155172414,0.189655172,0,0.120689655,0,0,0,0.125,0,TRUE,,,,
19709,"Kayaknya ukuran videonya 2400 x 1080.
ukuran layar hp modern tahun 2000an, 2340 x 1080.

biasanya orang-orang masih pakai yang 16:9, 3840 x 2160, 2560 x 1440, 1920 x 1080

kalau computer os Microsoft, zaman Windows XP, Vista, 7, 8, 8.1, 10 itu Windows Defendernya sangat jlek, mudah dirtas oleh siapapun, ketika terhubung koneksi internet ke server orang lain maupun server layanan *terpercaya seperti Google family.

Windows 11 pakai sistem semua terhubung ke akun Microsoft, sudah log out tapi bisa auto login, gile banget ini, tidak ada lagi Privasi untuk usernya :(

tapi ada sistem Windows Defender selalu update untuk menghancurkan tracker² baru.

jadi pihak Microsoft tahu semua tentang isi dari user Windows 11 :(

Correct Me If I'm Wrong.",2025-04-19T11:37:24Z,2025-04-19T11:37:24Z,@Faztclouds,0,0,6,0,0,2024-07-06T22:44:48.275499Z,0,2080,747,122,0,0.02811245,0.040160643,0.001338688,0,0.017402945,0.002677376,0,0.073770492,0,TRUE,,,,
58404,6:13,2026-02-08T00:46:32Z,2026-02-08T00:46:32Z,@rendianata4539,1,0,6,8,437,2017-01-30T04:05:26Z,22,563,4,2,0,0,0.05,0,0,0,0,0,0,0,FALSE,,,,
64520,video selanjutnya sudah SPK dan resmi jadi milik om Fitra🤣,2025-12-11T09:21:28Z,2025-12-11T09:21:28Z,@TeguhIbrahim-j3b,120,5,0,0,0,2024-08-18T09:37:59.164279Z,0,847,58,10,0,0.068965517,0.017241379,0,0.017241379,0,0,0,0,0,TRUE,,,,
32449,"Teman makan banget. Pulang kerja buka youtube, nonton ini sambil ngisi perut. Good Job bang.",2025-01-23T15:30:50Z,2025-01-23T15:30:50Z,@Agie_Nugrahanto,29,0,1,0,0,2018-07-25T14:05:10Z,0,3085,92,15,0,0.043478261,0.043478261,0,0,0,0,0,0.2,0,TRUE,,,,
41321,janeeeee,2025-04-24T09:10:57Z,2025-04-24T09:10:57Z,@lutfiahjl,0,0,6,5,521,2018-04-17T20:58:27Z,0,3503,8,1,0,0,0,0.05,0,0,0,0.05,0,0,FALSE,,,,
11352,pasti bg,2025-04-25T09:32:46Z,2025-04-25T09:32:46Z,@spinozakhalik,0,0,0,0,0,2025-04-25T08:31:50.044912Z,0,9212,8,2,0,0,0,0,0,0,0,0,0.5,0,TRUE,,,,
31992,Tergantung,2025-01-23T20:46:23Z,2025-01-23T20:46:23Z,@IrisEdellind,0,0,1,2,24,2024-10-03T19:49:52.268244Z,0,3085,10,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
42128,9:20 TUH SI DANNY YG SUKA NGEJEK2 PESERTA LAIN AJA SMPEK MENGAKUI KONTRIBUSI JANE LO. malah si fajar gk voteee si JANE,2025-04-22T16:09:11Z,2025-04-22T16:09:11Z,@DONI53_53,4,0,1570,437,204491,2015-09-18T07:13:36Z,178,3503,118,23,0,0.584745763,0.016949153,0.008474576,0,0,0,0,0.347826087,0,TRUE,,,,
6177,Gepreeeek,2025-04-19T08:38:47Z,2025-04-19T08:38:47Z,@herobrine-6nu,0,0,429,147,229119,2021-10-02T06:16:23.515044Z,56,817,9,1,0,0.05,0,0.05,0,0,0,0.05,0,0,FALSE,,,,
62428,WAW😅,2025-12-24T20:20:44Z,2025-12-24T20:20:44Z,@ArieApermana,0,0,12,17,9004,2025-09-04T09:37:59.819312Z,0,933,4,1,0.05,0.15,0.05,0,0.05,0,0,0,0,0,FALSE,,,,
5029,Fodido❤🎉,2025-04-29T00:26:45Z,2025-04-29T00:26:45Z,@Bintang-b9p,1,0,23,1,132,2024-12-03T03:36:39.562533Z,0,829,8,1,0.05,0.05,0.1,0,0.1,0,0,0,0,0,FALSE,,,,
15311,GENIUSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS,2025-04-21T17:11:01Z,2025-04-21T17:11:01Z,@dedegatz8665,0,0,0,0,0,2018-09-13T07:48:14Z,0,9212,185,1,0,1,0,0.005405405,0,0,0,0.005405405,0,0,FALSE,,,,
44273,​@Carlcandyybukanny td yg di spike itu yg positif (kinerjanya bagus)? Cmn poin spike tertinggi fajar sma malrani kan jd mereka berdua yg aman,2025-04-22T02:56:06Z,2025-04-22T02:56:06Z,@Arlana95,2,0,0,0,0,2024-10-12T14:45:08.274593Z,32,3503,141,23,0,0.014184397,0.035460993,0,0,0.007092199,0,0,0.260869565,0,TRUE,,,,
36001,Apaahhh Aqilah udah pulen??😂,2025-04-28T12:06:05Z,2025-04-28T12:06:05Z,@VidioKreatifAnimasi,0,0,19,4,3226,2020-10-01T05:38:03.604243Z,0,1432,28,4,0.035714286,0.071428571,0.107142857,0.035714286,0.035714286,0,0,0,0.25,0,TRUE,,,,
46410,Potong gaji editor,2025-05-01T07:17:22Z,2025-05-01T07:17:22Z,@dikdikmaulana9329,0,0,1,19,121,2021-12-28T10:31:28.109309Z,0,1620,18,3,0,0.05,0,0,0,0,0,0,0,0,TRUE,,,,
28181,Betul banget bang,2025-01-28T04:38:23Z,2025-01-28T04:38:23Z,@desi_afifah28,0,0,242,164,52436,2016-03-20T12:40:48Z,54,3531,17,3,0,0.05,0,0,0,0,0,0,0,0,TRUE,,,,
22912,"bagian lucunya adalah
bung ini dengan segala kekayaannya
dia masih hawatir dengan negara macam apa yang akan di hadapi anak anaknya. sedang kita?",2025-03-31T16:34:21Z,2025-03-31T16:34:21Z,@arraychannel6411,0,0,1,2,41,2017-02-09T16:10:59Z,0,5272,145,23,0,0,0.013793103,0,0,0.013793103,0,0,0,0,TRUE,,,,
16413,Menyalaa,2025-04-21T13:42:15Z,2025-04-21T13:42:15Z,@jaki18921q,1,0,13,4,10214,2016-03-27T07:00:05Z,0,9212,8,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
72950,TanganAgus88,2025-01-20T10:31:46Z,2025-01-20T10:31:46Z,@Lele-GosongXD,0,0,2,3,237,2024-07-10T02:14:38.563687Z,0,2256,12,1,0,0.1,0,0,0,0,0,0,0,0,FALSE,,,,
63582,gaskennn,2025-12-19T09:40:22Z,2025-12-19T09:40:22Z,@shan.77,0,0,0,0,0,2021-04-19T09:00:16.333309Z,0,818,8,1,0,0,0,0.05,0,0,0,0,0,0,FALSE,,,,
1597,First,2025-04-11T08:01:53Z,2025-04-11T08:01:53Z,@fathanfirdaus3958,0,0,0,0,0,2017-04-17T14:58:01Z,0,324,5,1,0,0.05,0,0,0,0,0,0,1,0,FALSE,,,,
5097,9000k❤,2025-04-24T07:32:53Z,2025-04-24T07:32:53Z,@BorcelleChanell,0,0,48,52,23821,2016-08-25T11:45:15Z,63,829,6,1,0,0,0.05,0.05,0.05,0,0,0,0,0,FALSE,,,,
4499,😂😂 0:41 0:42 0:42,2025-04-22T01:21:53Z,2025-04-22T01:21:53Z,@cellokurniawan1078,0,0,3,0,0,2022-08-31T16:33:49.409536Z,0,356,17,6,0.05,0,0.25,0,0.1,0,0,0,0,0,FALSE,,,,
24491,04:17 Berbagai jenis slot hadir di 𝓢𝓛𝓞𝓣𝓣𝓔𝓡99.,2025-03-31T10:21:14Z,2025-03-31T10:21:14Z,@bagucibaguci,0,0,0,0,0,2025-02-21T12:04:10.809879Z,0,5272,45,8,0,0.177777778,0.2,0,0.155555556,0,0,0,0,0,TRUE,,,,
30872,Inpres 1 tahun 2025,2025-01-24T15:04:57Z,2025-01-24T15:04:57Z,@derkizito,0,0,1400,204,159592,2017-04-09T12:31:32Z,0,3085,19,4,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
24683,@DeFalse_01😂😂😂,2025-04-01T02:34:58Z,2025-04-01T02:34:58Z,@cinemacollection-i9m,0,0,0,0,0,2024-07-01T16:18:47.771862Z,0,5272,14,1,0.05,0.1,0.25,0.05,0.15,0,0,0,0,0,FALSE,,,,
14771,Jadi baru baru ini ada bocil yang niru setup ngonten gue.....,2025-04-22T00:22:33Z,2025-04-22T00:22:33Z,@epepburik6636,0,0,20,0,0,2018-09-22T02:27:38Z,54,9212,61,11,0,0.016393443,0.081967213,0.016393443,0,0,0,0.016393443,0.090909091,0,TRUE,,,,
8998,Bg aku subscribe lama Abang tapi ini GK berhubungan sama game nya sih tapi aku pengen diamond ff plis ini id aku:9789453157,2025-04-04T11:49:07Z,2025-04-04T11:49:07Z,@muhammadazhimmumtazharmaul3209,0,0,0,2,12,2018-09-12T21:57:14Z,0,984,123,23,0,0.032520325,0.008130081,0,0,0,0,0,0.173913043,0,TRUE,,,,
36879,4:35,2025-04-24T03:34:28Z,2025-04-24T03:34:28Z,@joseruborio,3,0,209,556,130536,2016-09-02T08:41:20Z,110,1432,4,2,0,0,0.05,0,0,0,0,0,0,0,FALSE,,,,
69431,20:00 keceplosan,2026-01-27T12:59:46Z,2026-01-27T12:59:46Z,@megi.bibbss,25,1,2,5,2043,2024-11-30T19:27:26.985428Z,34,614,16,3,0,0,0.05,0,0,0,0,0,0,0,FALSE,,,,
14923,Tutorial sudah dibuat.. mari lihat apakah akan diikuti atau diskip dan planga plongo dimid game,2025-04-21T23:25:20Z,2025-04-21T23:25:20Z,@alexis-uh4nt,0,0,0,0,0,2014-06-17T00:25:04Z,0,9212,95,15,0,0.010526316,0.021052632,0,0,0,0,0,0.066666667,0,TRUE,,,,
56384,Komen 4,2025-04-16T02:33:58Z,2025-04-16T02:34:11Z,@FajaralkojarBusmania,0,0,0,0,0,2025-01-31T00:41:42.370634Z,0,1783,7,2,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
11534,"Yang miskin, jangan pernah ganggu orang kaya
Yang kaya, jangan pernah ganggu pejabat. Tau kan maksudnya ?",2025-04-23T12:24:27Z,2025-04-23T12:24:27Z,@MuhOki,1,0,0,0,0,2024-07-10T01:14:50.999589Z,0,9212,105,16,0,0.028571429,0.038095238,0,0,0.00952381,0,0,0.1875,0,TRUE,,,,
29996,KEREN👏,2025-01-26T05:30:25Z,2025-01-26T05:30:25Z,@ronaldfirmansyah6937,0,0,0,0,0,2017-07-08T11:58:05Z,0,803,6,1,0.05,0.25,0.05,0,0.05,0,0,0,0,0,FALSE,,,,
22118,"sehat2 bang, sehat2 pejuang ✌",2025-04-01T04:06:22Z,2025-04-01T04:06:22Z,@Sewxx,0,0,10,5,432,2015-10-11T04:24:22Z,19,5272,29,4,0,0,0.068965517,0,0,0,0,0,0,0,FALSE,,,,
10316,"Sebenarnya demografi itu terjadi secara alami jika pemerintah tidak mengatur kelahiran warga negaranya. Artinya tanpa dikondisikanpun ,  demografi itu terjadi begitu saja. Demografi itu bukan hal yang krusial, yang paling penting adalah pemerintah harus menciptakan iklim pendidikan yang bermutu, usaha ekonomi yang bermanfaat meningkatkan  kesejahteraan dan kesehatan masyarakat. Semua ini hanya bisa terjadi jika pemerintah yang bersih, kabinet diduduki oleh orang yang benar-benar mampu menyelesaikan masalah di departemennya. Saudara wapres mengangkat issue demografi ibarat membacakan berita, bahwa tahun 2030 - 2045 Indonesia akan mendapat "" bonus "" demografi. Seorang wapres seharusnya menyampaikan kiat-kiat dan program-program apa yang wajib diadakan pemerintah untuk meningkatkan sumber daya manusia Indonesia yang selama ini masih sangat rendah. Misalnya ide cermelang memberantas korupsi, memperbanyak industri rumah tangga, memanage pedagang-pedagang kecil agar tidak berjualan di tepi jalan, tetapi dibangun opened area untuk pedagang dan seabrek persoalan di negeri ini. Jika point ini yang menjadi perhatian dan benar-benar diimplementasikan maka setiap tahun bangsa Indonesia akan benar-benar mendapat "" bonus benaran "" yaitu talenta-talenta , baik muda, setengah baya atau tua yang hebat.",2025-04-27T01:15:50Z,2025-04-27T01:16:30Z,@buyunghalim6505,2,0,0,0,0,2018-07-05T15:18:51Z,0,9212,1306,174,0,0.008422665,0.022970904,0,0,0,0.005359877,0,0,0,TRUE,,,,
24746,𝐃𝑂𝘙𝘼7𝟳 emang beneran gachor,2025-03-31T09:41:20Z,2025-03-31T09:41:20Z,@k5lkMandala,0,0,0,0,0,2025-03-27T10:09:10.332078Z,0,5272,27,4,0,0.148148148,0.185185185,0,0.185185185,0,0,0,0.25,0,TRUE,,,,
13687,Mainnya,2025-04-22T11:41:15Z,2025-04-22T11:41:15Z,@guszingame4567,0,0,1970,2,1555,2018-11-10T10:11:29Z,51,9212,7,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
14588,wah,2025-04-22T01:14:00Z,2025-04-22T01:14:00Z,@Labqy_,0,0,26,11,750,2013-08-13T06:30:30Z,61,9212,3,1,0,0,0,0,0,0,0,0,0,0,FALSE,,,,
5916,Erddw,2025-05-19T08:18:17Z,2025-05-19T08:18:17Z,@CrownHead-y7x,0,0,114,103,42305,2024-02-09T02:17:30.488329Z,0,817,5,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
29576,meleleh,2025-01-29T03:00:37Z,2025-01-29T03:00:37Z,@iroxadvertising2445,0,0,4,5,2268,2017-02-17T04:48:45Z,0,803,7,1,0,0,0,0,0,0,0,0,0,0,FALSE,,,,
976,🎉,2025-03-27T14:54:04Z,2025-03-27T14:56:19Z,@xiao_ya23,0,0,15,11,1450,2022-07-18T01:42:54.945716Z,22,66,1,0,0.05,0,0.05,0,0.05,0,0,0,0,0,FALSE,,,,
32477,"Kalau buat opiniku pribadi, ya program ini seperti program - program pemerintah lain yang dilakukan dengan setengah - setengah (banyak masalah pendanaan, bahkan ada berita bakal makek uang zakat juga kan ? kemungkingkinan buat korup didalamnya juga kuat, jangan sampe bukannya makanan sehat, tapi malah nggak layak yang dikasih), kemudian di awal makan siang gratis ini ditujukan buat mengatasi stunting, tapi bukankah stunting itu harusnya dah diantisipasi semenjak masih dalam kandungan ? jadi ya gizi ibu mengandung juga perlu diperhartikan juga (kalau dah lahir juga diperhatikan), ok program ini buat mengatasi masalah gizi anak - anak, tapi standarisasi makanan yang bergizinya mesti jelas (jangan sampai gizi yang didapat buat masing"" anak itu nggak merata, terutama buat anak yang ekonominya kurang, kalau yang dah kaya mah mungkin makanannya tercukupi walaupun belum tentu yang dimakan juga sehat)

kemudian perlu dipikirkan jangka panjangnya itu apa ? akan lebih baik menurutku kalau suatu keluarga itu bisa memenuhi kebutuhan hidupnya sendiri sih (termasuk masalah gizi), perekonomian keluarga di Indonesia itu dibenahi (pemerintah tetep perlu fokus dalam membenahi itu)

Kemudian kalau mau cerita (buat orang yang dirugikan) ya jujur Aku kasihan sih ama ibu - ibu kantin yang cerita kalau semenjak program makanan gratis diberlakukan, jualan/makanan mereka jadi nggak laku, Aku ikut sedih sih mendengarnya, mungkin pemerintah bisa mencarikan solusinya juga, mereka dah puluhan tahun loh berjualan makanan di kantin buat membantu perekonomian keluarga",2025-01-23T15:23:51Z,2025-01-23T23:44:49Z,@alfianrizkysetiangga6969,0,0,42,0,0,2019-05-30T14:35:36Z,0,3085,1562,222,0,0.003201024,0.023047375,0,0,0.002560819,0.000640205,0,0.09009009,0,TRUE,,,,
4892,👍👍👍👍😻😻👍👍👍👍,2025-07-25T11:17:14Z,2025-07-25T11:17:14Z,@Paizul-b7o,0,0,0,2,9,2024-09-01T12:02:30.040988Z,0,829,10,0,0.05,0,0.5,0.1,0.5,0,0,0.1,0,0,FALSE,,,,
33018,Anggarannya kureng. Emang mau kantin sekolah jual makanan biasanya 15ribu tapi dipaksa dibeli pemerintah cuma 10ribu.,2025-01-23T23:35:36Z,2025-01-23T23:35:36Z,@willydanu,0,0,9,9,405,2011-02-02T13:46:33Z,0,3085,117,16,0,0.017094017,0.017094017,0,0,0,0,0,0.0625,0,TRUE,,,,
73775,BRICS,2025-01-09T10:09:57Z,2025-01-09T10:09:57Z,@flawless3055,0,0,0,0,0,2017-04-23T11:41:06Z,7,2256,5,1,0,0.25,0,0,0,0,0,0,0,0,FALSE,,,,
59431,"Wuih, kerennyaaaa",2026-01-07T11:32:52Z,2026-01-07T11:32:52Z,@DickyChannelTV,0,0,7240,296,1319321,2011-07-05T02:26:39Z,141,393,17,2,0,0.05,0.05,0.05,0,0,0,0.05,0,0,FALSE,,,,
23675,Pret,2025-03-31T12:37:38Z,2025-03-31T12:37:38Z,@nw_kendelsetik,0,0,1,0,0,2019-12-19T14:28:29.099406Z,0,5272,4,1,0,0.05,0,0,0,0,0,0,0,0,FALSE,,,,
