comment_id,comment_text,manual_label,manual_confidence,notes
22912,"bagian lucunya adalah
bung ini dengan segala kekayaannya
dia masih hawatir dengan negara macam apa yang akan di hadapi anak anaknya. sedang kita?",NOT_SPAM,HIGH,
16413,Menyalaa,NOT_SPAM,HIGH,
72950,TanganAgus88,SPAM,MEDIUM,
63582,gaskennn,NOT_SPAM,HIGH,
1597,First,NOT_SPAM,HIGH,
5097,9000k❤,NOT_SPAM,HIGH,
4499,😂😂 0:41 0:42 0:42,NOT_SPAM,HIGH,
24491,04:17 Berbagai jenis slot hadir di 𝓢𝓛𝓞𝓣𝓣𝓔𝓡99.,SPAM,HIGH,
30872,Inpres 1 tahun 2025,NOT_SPAM,HIGH,
24683,@DeFalse_01😂😂😂,NOT_SPAM,HIGH,
14771,Jadi baru baru ini ada bocil yang niru setup ngonten gue.....,NOT_SPAM,HIGH,
8998,Bg aku subscribe lama Abang tapi ini GK berhubungan sama game nya sih tapi aku pengen diamond ff plis ini id aku:9789453157,NOT_SPAM,HIGH,
36879,04:35,NOT_SPAM,HIGH,
69431,20:00 keceplosan,NOT_SPAM,HIGH,
14923,Tutorial sudah dibuat.. mari lihat apakah akan diikuti atau diskip dan planga plongo dimid game,NOT_SPAM,HIGH,
56384,Komen 4,NOT_SPAM,HIGH,
11534,"Yang miskin, jangan pernah ganggu orang kaya
Yang kaya, jangan pernah ganggu pejabat. Tau kan maksudnya ?",NOT_SPAM,HIGH,
29996,KEREN👏,NOT_SPAM,HIGH,
22118,"sehat2 bang, sehat2 pejuang ✌",NOT_SPAM,HIGH,
10316,"Sebenarnya demografi itu terjadi secara alami jika pemerintah tidak mengatur kelahiran warga negaranya. Artinya tanpa dikondisikanpun ,  demografi itu terjadi begitu saja. Demografi itu bukan hal yang krusial, yang paling penting adalah pemerintah harus menciptakan iklim pendidikan yang bermutu, usaha ekonomi yang bermanfaat meningkatkan  kesejahteraan dan kesehatan masyarakat. Semua ini hanya bisa terjadi jika pemerintah yang bersih, kabinet diduduki oleh orang yang benar-benar mampu menyelesaikan masalah di departemennya. Saudara wapres mengangkat issue demografi ibarat membacakan berita, bahwa tahun 2030 - 2045 Indonesia akan mendapat "" bonus "" demografi. Seorang wapres seharusnya menyampaikan kiat-kiat dan program-program apa yang wajib diadakan pemerintah untuk meningkatkan sumber daya manusia Indonesia yang selama ini masih sangat rendah. Misalnya ide cermelang memberantas korupsi, memperbanyak industri rumah tangga, memanage pedagang-pedagang kecil agar tidak berjualan di tepi jalan, tetapi dibangun opened area untuk pedagang dan seabrek persoalan di negeri ini. Jika point ini yang menjadi perhatian dan benar-benar diimplementasikan maka setiap tahun bangsa Indonesia akan benar-benar mendapat "" bonus benaran "" yaitu talenta-talenta , baik muda, setengah baya atau tua yang hebat.",NOT_SPAM,HIGH,
24746,𝐃𝑂𝘙𝘼7𝟳 emang beneran gachor,SPAM,HIGH,
13687,Mainnya,NOT_SPAM,HIGH,
14588,wah,NOT_SPAM,HIGH,
5916,Erddw,NOT_SPAM,HIGH,
29576,meleleh,NOT_SPAM,HIGH,
976,🎉,NOT_SPAM,HIGH,
32477,"Kalau buat opiniku pribadi, ya program ini seperti program - program pemerintah lain yang dilakukan dengan setengah - setengah (banyak masalah pendanaan, bahkan ada berita bakal makek uang zakat juga kan ? kemungkingkinan buat korup didalamnya juga kuat, jangan sampe bukannya makanan sehat, tapi malah nggak layak yang dikasih), kemudian di awal makan siang gratis ini ditujukan buat mengatasi stunting, tapi bukankah stunting itu harusnya dah diantisipasi semenjak masih dalam kandungan ? jadi ya gizi ibu mengandung juga perlu diperhartikan juga (kalau dah lahir juga diperhatikan), ok program ini buat mengatasi masalah gizi anak - anak, tapi standarisasi makanan yang bergizinya mesti jelas (jangan sampai gizi yang didapat buat masing"" anak itu nggak merata, terutama buat anak yang ekonominya kurang, kalau yang dah kaya mah mungkin makanannya tercukupi walaupun belum tentu yang dimakan juga sehat)

kemudian perlu dipikirkan jangka panjangnya itu apa ? akan lebih baik menurutku kalau suatu keluarga itu bisa memenuhi kebutuhan hidupnya sendiri sih (termasuk masalah gizi), perekonomian keluarga di Indonesia itu dibenahi (pemerintah tetep perlu fokus dalam membenahi itu)

Kemudian kalau mau cerita (buat orang yang dirugikan) ya jujur Aku kasihan sih ama ibu - ibu kantin yang cerita kalau semenjak program makanan gratis diberlakukan, jualan/makanan mereka jadi nggak laku, Aku ikut sedih sih mendengarnya, mungkin pemerintah bisa mencarikan solusinya juga, mereka dah puluhan tahun loh berjualan makanan di kantin buat membantu perekonomian keluarga",NOT_SPAM,HIGH,
4892,👍👍👍👍😻😻👍👍👍👍,NOT_SPAM,HIGH,
33018,Anggarannya kureng. Emang mau kantin sekolah jual makanan biasanya 15ribu tapi dipaksa dibeli pemerintah cuma 10ribu.,NOT_SPAM,HIGH,
73775,BRICS,NOT_SPAM,HIGH,
59431,"Wuih, kerennyaaaa",NOT_SPAM,HIGH,
23675,Pret,NOT_SPAM,HIGH,
2115,Ngamok,NOT_SPAM,HIGH,
53504,"17:57 fajar mirip sad, di film inside out",NOT_SPAM,HIGH,
65966,"J6 dengan ban yang  dibesarkan dimana torsi nya jadi turun , tapi masih bisa naik tangga cukup jauh itu luar biasa, berani bertaruh si Fortuner atau Pajero 4 X4 ngak akan kuat nanjak di tangga.😊",NOT_SPAM,HIGH,
11378,saya hampir tidak menemukan buzzer di kolom komentar.. apakah tanda youtube lebih sehat dr pd titod? yg komen dsini nalarnya pada berkembng,NOT_SPAM,HIGH,
31820,Hah setuju aku kalau memberdayakan kantin sekolah,NOT_SPAM,HIGH,
22951,🌭🌭🌭,NOT_SPAM,HIGH,
5132,Keren bang,NOT_SPAM,HIGH,
15154,alangkah baiknya bonus demografi di arahkan ke hal pendidikan terlebih dahulu soalnya orang kita kebanyakan meremehkan perihal pengetahuan. memang lucu sih pemikiranku😂,NOT_SPAM,HIGH,
39589,04:50,NOT_SPAM,HIGH,
20437,Nitip3,NOT_SPAM,HIGH,
291,Halah jembot,NOT_SPAM,HIGH,
49005,"chef renata cantik banget, lucu banget kasih makanan ke piring chef rudi",NOT_SPAM,HIGH,
1419,Yes,NOT_SPAM,HIGH,
20932,"Kadang gua penasaran, itu yang duduak di bangku bangku kuasa, nonton video video ini ga ya?",NOT_SPAM,HIGH,
61993,"@atharkhairan6123mas nya kenapa si kaya punya sakit hati banget sama om mobi dari diatas komentar nya 😅,dulu beliau bangkrut wajar dunia bisnis pasang surut,om mobi ga review mobil supercar / sport karena om mobi mungkin ga berani kencang kencang karena basic nya bukan pembalap beda seperti om fitra yang sudah biasa track dan sering megang mobil yg sudah diatas standar pabrik,kurang kurangin mas dan benerin bahasa nya yang kurang enak,dari dulu beliau memang sudah punya dari kedua orang tua nya dan selalu bilang “ dulu kami pernah punya” dan om fitra eri pun mengetahui nya,saya pengikut om mobi,om fitra ,mas ridwan dari 4tahunan,dari video yg mereka kasih ke penonton bahwa mereka bertiga mempunyai skill yg berbeda beda,bukti nya om mobi baru berani belajar balap setelah belajar dari om fitra,belajar ngedrift dll dari teman teman youtuber.",NOT_SPAM,HIGH,
1130,❤❤,NOT_SPAM,HIGH,
50960,"Ini blm seberapa, klo kebakaran lbih panas lg. Wahhh mereka mncoba gmn beratnya jd damkar jg nahan panas, emg damkar tugas yg mulia",NOT_SPAM,HIGH,
53569,Farmilliar 15:53,NOT_SPAM,HIGH,
10534,"For Admin : 
Kenapa kau menertawakan narasi Bonus Demografi ala Gibran ? 
Seolah tidak yakin akan berhasil. 
Sedangkan muncung kau bilang negara sekelas China dan India saja pun hampir gagal.. 
Seandainya pun gagal, seorang petarung tidak akan pernah menyerah. 

Dikonten ini kau terlihat pintar karena tidak ada lawan bicaramu dek. 

Masyarakat sudah tau saat ini banyak media yang didukung ... untuk menyudutkan pemerintah, mungkin saja termasuk kau ini. 

Masyarakat pun sudah pernah disuguhi tontonan dimana dulu Prabowo dan Jokowi bermusuhan.. persisi seperti yang kau lakukan saat ini dengan menyudutkan Gibran. 
Tapi..kemudian mereka malah jadi satu 👬 
Bukan tidak mungkin juga suatu hari nanti kau akan mendukung dan membela Gibran mati-matian karena kepentinganmu..
Ha ha ha ha ha ha 😂🤣🤣 
Manusia.. manusia !!!

Sudahlah dek..film mu ini sudah sering kami tonton bahkan sebelum kau lahir.",NOT_SPAM,HIGH,
10906,Beda jauuuh sama yg dislikenya disembunyikan😂,NOT_SPAM,HIGH,
30680,"Oia baru ngeh, lu kan bagian dari close the door. 
Punten bang, gw skip dulu ah liat vidio elu yg ini 🙏🏼",NOT_SPAM,HIGH,
48357,Tumben chef juna ngakak2 yahh😂😂,NOT_SPAM,HIGH,
5707,Devanikeikndkjbkjdkjnklkhhidnbbnmnomnrbhxmlmjhhjjhhhjkdekfbfhkrh😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😮😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂3,NOT_SPAM,HIGH,
61493,Justru ini yang ditunggu 😂,NOT_SPAM,HIGH,
57534,Sempak Basuki karaaa,NOT_SPAM,HIGH,
6257,Bisakak,NOT_SPAM,HIGH,
7453,Jelek banget film nya fros,NOT_SPAM,HIGH,
5955,Saran aja kata kata cuk / kata jorok lainya di hilangkan bang. Karna banyak anak kecil yang menonton. Supaya anak anak nggak ikut kata kata yg jelek...,NOT_SPAM,HIGH,
66283,OAD,NOT_SPAM,HIGH,
38729,"Desy ya Allah ....bukan hanya cantik tapi cerdas, positif vibes , no julid, menerima masukan dengan baik, ahhh lopee❤❤❤❤",NOT_SPAM,HIGH,
53331,Sama😂😂😂,NOT_SPAM,HIGH,
13908,Knp muka fufufafa terlihat tertekan,NOT_SPAM,HIGH,
26966,BG FEERY TOLONG BAHAS TENTANG FENOMENA GUS DAN HABIB DONG. BANYAK YANG MERESAHKAN SEKARANG.,NOT_SPAM,HIGH,
4040,Ke 10,NOT_SPAM,HIGH,
24887,Semangattt!,NOT_SPAM,HIGH,
4249,Akhirnya dapet jakpot besar setelah coba-coba di 𝘈 Е 𝐑 𝘖 𝟾 𝟪. Kamu kapan coba? 🥙,SPAM,HIGH,
32545,P  E  A  !,NOT_SPAM,HIGH,
51452,Iya lagi _-,NOT_SPAM,HIGH,
33649,"Ternyata main di А Е R 𝘖 𝟪 𝟪 itu gampang banget buat menang, hasilnya luar biasa! 🍫",SPAM,HIGH,
62762,Ke 8,NOT_SPAM,HIGH,
10010,"Ga kebayang kalau mas wapres tiba² disuruh ngomong ke gini, ngejelasin hal² yg jelimet ke gini😂 mungkin isi video nya hanya suara jangkrik Krik...krik...Krik....sunyi senyap kaga ada omongan apa² cmn berdiam diri sambil mikir yg entah mikirin apa gitu 😅😢",NOT_SPAM,HIGH,
3226,Sangat benarrr hanya beli plastik saja seribet itu😅,NOT_SPAM,HIGH,
14663,Anak muda Indonesia. Gw seperti merasa tapi gw masih beban keluarga 😂,NOT_SPAM,HIGH,
62261,"Satu2nya di Indonesia, jakarta maksudnya. Daerah lain banyak",NOT_SPAM,HIGH,
24984,Sehat² bang🙏🏻,NOT_SPAM,HIGH,
24760,Eren,NOT_SPAM,HIGH,
50362,Dududududu…kayak nya Koh Vinz yg salah taruh ya di bumbu Desy??? 🤣🤭🤭🤭,NOT_SPAM,HIGH,
5429,Ke 140,NOT_SPAM,HIGH,
59383,"Mobil2 impian Ivans motor yg bikin org jadi koruptor,pengedar dan kriminal lainnya 😊",NOT_SPAM,HIGH,
38891,14:56😂😂😂,NOT_SPAM,HIGH,
14531,Nahhhh ini yang saya suka dari pada yg di sebelah ... 👍🏻❤️,NOT_SPAM,HIGH,
15959,https://youtu.be/lV9Bosu1qTc?si=D0xKcRdAQTnF9FH0,NOT_SPAM,HIGH,
28317,Menyala  abangku 🔥,NOT_SPAM,HIGH,
7545,Pertama-tama 🎉🎉🎉🎉,NOT_SPAM,HIGH,
16788,mari kita tunggu😊,NOT_SPAM,HIGH,
26181,Bang bahas gas lpg 3kg,NOT_SPAM,HIGH,
23483,Yaegerist,NOT_SPAM,HIGH,
47641,"Lagi hot banget nih 💎💎 𝐌𝐈𝐘𝐀𝟖𝟖 💎💎, lagi jadi perbincangan netizen!",SPAM,HIGH,
30469,Saran yang perlu dipertimbangkan oleh pemerintah 👍,NOT_SPAM,HIGH,
54677,Yuhuuu😂,NOT_SPAM,HIGH,
7136,Bang kenapa abang sekarang main Roblox?,NOT_SPAM,HIGH,
9979,07:08,NOT_SPAM,HIGH,
56811,"udah paling ciuuaan deh main di  Mandalika77 ga mau pindah ke situs lain lagi,karena ini situs uadah kksih aku kmenangan jadi memang beneran udah nyaman bangetttttttt",SPAM,HIGH,
9971,"15:01

15:01

15:01",NOT_SPAM,HIGH,
68148,"@bachtiarfarid9751 karena ga relevan, versi pre-production, belum dijual belum ada harga belum dipasarkan, belum masuk mass-production

menolak lupa apron strut tower raize rocky jebol, or YT aja ""as roda phanter patah"", ini baru versi produksi masal",NOT_SPAM,HIGH,
41842,Janeeee😢😢😭😭😭😭😭,NOT_SPAM,HIGH,
43913,@dimasnurady1595  yupz....,NOT_SPAM,HIGH,
1940,Mantapppppp,NOT_SPAM,HIGH,
9683,@wakilpresidenindonesia sadarkan lo jadi wakpres karna apa,NOT_SPAM,HIGH,
21566,"回復術士はお前が思うほど弱くない。

~Keyaru",NOT_SPAM,HIGH,
64508,ga sabar liat om fitra test drive,NOT_SPAM,HIGH,
26335,Bang lanjut war mafia tanah dong,NOT_SPAM,HIGH,
41739,Fajar 😂,NOT_SPAM,HIGH,
33202,Pro dan kontra secara pribadi langsung auto dikubukan😂😂😂😂😂😂😂,NOT_SPAM,HIGH,
19167,Point berada di akhir video,NOT_SPAM,HIGH,
47554,"Apaan dah kok kapten nya di lulusin, trio bali meguasi banget anjir",NOT_SPAM,HIGH,
22890,gokill🔥,NOT_SPAM,HIGH,
5845,333333333r,NOT_SPAM,HIGH,
18621,"Gunakan sosmed dengan bijak jgn terlalu maniak dengan sosmed... 
Jalani hidup dengan real apa ada nya...!!!",NOT_SPAM,HIGH,
59708,menit brp,NOT_SPAM,HIGH,
60309,Apakah toko Otoproject layak dapet stiker Teh Botol Sosro juga koh? 😂😂😂,NOT_SPAM,HIGH,
45613,Biasaan!!!,NOT_SPAM,HIGH,
65931,​@Yipikayeyy enggak BG aman kok tergantung penggunaan nya untuk apa jadi perhitungannya enak walaupun jarang dipake,NOT_SPAM,HIGH,
4735,Boong,NOT_SPAM,HIGH,
8265,"MoSES
😮😮",NOT_SPAM,HIGH,
46315,sepatutnya fajar tidak diselamatkan. kerna dia bisa di mana2.,NOT_SPAM,HIGH,
21053,Tatakae.,NOT_SPAM,HIGH,
55607,Vinz🐼.... 😆semangattt,NOT_SPAM,HIGH,
66481,Ricer,NOT_SPAM,HIGH,
48571,Azwar benar2 lucu deh 😂,NOT_SPAM,HIGH,
46397,Mengecewakan,NOT_SPAM,HIGH,
8300,AMgg❤ 8:08,NOT_SPAM,HIGH,
13567,Keren. Bung,NOT_SPAM,HIGH,
59306,"Cie..cie Brand Ambasador nya Ivan's motor nih , dah gak pernah review mobil lain , ya kan standard hidup sudah naik lah ya apalagi sudah pernah beli mobilnya Ivan's Motor yang mahal itu . Kalau review mobil ecek2 sudah tdk level lg bayaran juga paling cm kepakai isi bensin apa buat parkir doang palingan ya . Video om mobi menculik om fitra atau sebaliknya pun sudah tdk pernah videonya isinya Ivan's Motor saja .",NOT_SPAM,HIGH,
3406,mbaakubisa,NOT_SPAM,HIGH,
11021,legitt,NOT_SPAM,HIGH,
30545,karna perbedaan (pendapat) mulai jadi asing bg bro,NOT_SPAM,HIGH,
20666,Bowo nonton ini wo,NOT_SPAM,HIGH,
4385,First🎉🎉,NOT_SPAM,HIGH,
9184,Pertama frost 🎉🎉,NOT_SPAM,HIGH,
39778,Rok zahra gak ganti ganti,NOT_SPAM,HIGH,
44967,iya,NOT_SPAM,HIGH,
41649,Viny tuh positive vibe bgt ya kalau ngomong. Soft spoken dan tertata. Keren ya,NOT_SPAM,HIGH,
7591,Kontoll,NOT_SPAM,HIGH,
30534,Iya kenapa,NOT_SPAM,HIGH,
5867,Pertama.  bang,NOT_SPAM,HIGH,
48416,"Mamam noh ""bosen menang""😅",NOT_SPAM,HIGH,
73000,Banyak anomali,NOT_SPAM,HIGH,
54243,"masyaaAllah chef renatta...chef junaa...❤❤❤❤❤❤❤❤ kalian vampir kali ya...cakep cakep bgt❤.

kirana juga kliatan cantik❤",NOT_SPAM,HIGH,
21092,🤯🤯🤯🤯🤯🤯,NOT_SPAM,HIGH,
39384,"Mungkin Itu karena endorsnya tidak mengganggu kompetisi, jadi pas kompetisi selesai mereka baru act untuk endorse",NOT_SPAM,HIGH,
4829,老啊027281,NOT_SPAM,HIGH,
14666,Satire🤣🤣🤣,NOT_SPAM,HIGH,
14819,WKWKWKWK,NOT_SPAM,HIGH,
60074,Kayaknya keren ni collabs tes mobil baru sambil nyicipin makanan2 yg gak ada obat. 🔥,NOT_SPAM,HIGH,
16158,War 🤣🤣🤣,NOT_SPAM,HIGH,
15491,demografi dapat dikatakan bonus hanya jika manusia hari ini membangunnya dengan baik. bonus demografi itu akibat bukan sebab.,NOT_SPAM,HIGH,
20170,"nambah dosa doang baca berita di X, isinya serem serem hhh",NOT_SPAM,HIGH,
47335,Tim merah itu klh variasi bumbu aja,NOT_SPAM,HIGH,
24676,Walah,NOT_SPAM,HIGH,
28183,Nyimak,NOT_SPAM,HIGH,
22738,"tanpa watermark ctd, apakah ini pertanda?",NOT_SPAM,HIGH,
37725,Mpok Dessy save lgi 🔥🔥🔥,NOT_SPAM,HIGH,
48403,Fajar ngmngnya kek kurang sopan sama tamu dan juri trlalu sombong jdi kyk ngmng sama temen.,NOT_SPAM,HIGH,
40482,25:07:00,NOT_SPAM,HIGH,
6479,Bang coba main game pvz fusion dan versi niejo,NOT_SPAM,HIGH,
50739,"Fajar sombong bgt bilang bosen menang ,langsung kena teguran di kasih kalah langsung wkwk 😅😂",NOT_SPAM,HIGH,
36266,22:22 ngakak banget azwar dani tolong ini masak ye bukan ngelawak,NOT_SPAM,HIGH,
16595,Padahal Ferry udah jelasin sampai Detail Masih Aja Ada Orang Dungu komen Aneh 😂😂😂😂😂,NOT_SPAM,HIGH,
29294,why?,NOT_SPAM,HIGH,
39227,Kok desy klo buat nasi selalu lembek..,NOT_SPAM,HIGH,
9020,Bang aku sering menang ajak aku bang,NOT_SPAM,HIGH,
5396,❤❤❤🎉🎉🎉,NOT_SPAM,HIGH,
34744,Intronya gk mau ganti min?,NOT_SPAM,HIGH,
51451,@fridayunas4386 18:50,NOT_SPAM,HIGH,
50166,samaaaa,NOT_SPAM,HIGH,
39922,😅8,NOT_SPAM,HIGH,
24218,"Bener, emang gw peduli ?
Ndas mu😂
Biarkan anjing mengonggong😂
Kalau ngk ada reformasi , prabowo bakal menjalankan pemerintahan se enak dia aja",NOT_SPAM,HIGH,
5931,",igi

🇮🇩😎♥️",NOT_SPAM,HIGH,
10206,"Baru login sebentar di 𝕍𝕀ℂ𝕋𝕆ℝ𝕐𝟘𝟘𝟟, langsung saldo ngembang kayak kue bolu! 🎂",SPAM,HIGH,
73930,Dll gacof,NOT_SPAM,HIGH,
20799,@prabowosubianto,NOT_SPAM,HIGH,
11617,viralkan,NOT_SPAM,HIGH,
39389,Chef Rudy banyak memberikan ilmu di tiap episode... Salah satu Contoh resep nasi kuning yg simpel. Ayam goreng tanpa ungkep tapi bisa masak luar dalam. Blm lagi yang lain².,NOT_SPAM,HIGH,
16597,wkwk,NOT_SPAM,HIGH,
47218,19:30 Jane ❤❤❤,NOT_SPAM,HIGH,
4352,7 menit lalu,NOT_SPAM,HIGH,
32865,"Gw inget banget, mereka pernah janjinya fokus ke 3T. Kira kira daerah 3T mana aja yg udah ada MBGnya ya?",NOT_SPAM,HIGH,
4616,BG 0:03,NOT_SPAM,HIGH,
29144,​@earthplatinum00009jaman sekarang bunuh orang di framing aja koruptor . Benar salah belakangan,NOT_SPAM,HIGH,
49007,Tim merah kalah karena dari awal kaptennya sendiri dah sombong,NOT_SPAM,HIGH,
61541,@dedytutamamaryawand.t.m7472 anda pernah beli bmw om ?,NOT_SPAM,HIGH,
4681,S7😮7😅,NOT_SPAM,HIGH,
39343,IYA BETUL.. SELAMA SAYA LIHAT MASTER CHEF SEASON INI 😅😂,NOT_SPAM,HIGH,
6030,☠️,NOT_SPAM,HIGH,
59011,"Kureeengggg,..",NOT_SPAM,HIGH,
4091,aku bisa like pakai jari tengah👍🖕,NOT_SPAM,HIGH,
52792,Sama kyk probolinggo jane panasnya.😅,NOT_SPAM,HIGH,
7048,????????????owiejjrjdjdjjdjsjsj???!!!!!!!!!!!!!!!!!!?????????/$)3)3(3(😂,NOT_SPAM,HIGH,
40431,Namanya juga shooting,NOT_SPAM,HIGH,
54756,​@noldinsirumpa5067 teriak aja. Tolong... Tlooonggg,NOT_SPAM,HIGH,
74082,Baru pulang sekoalh langsung di serang judol,NOT_SPAM,HIGH,
35275,Kelihatan loe fans madrid ya.. Yg jagonya kalah akirnya bela tim lain asal gak barca yg juara... Hahaa.. Kelakuan demit.,NOT_SPAM,HIGH,
5039,Bisah  kak  aku   suka   kamu   ❤❤❤❤,NOT_SPAM,HIGH,
5703,😱😨😰,NOT_SPAM,HIGH,
7561,First 0:40,NOT_SPAM,HIGH,
36505,21:40 kocak 😂😂,NOT_SPAM,HIGH,
51375,"pdhl fajar bilang tdk ada menggoda2, gt bgt pengen menang 😅",NOT_SPAM,HIGH,
47721,Jane lucu bgt si..,NOT_SPAM,HIGH,
11409,Respect,NOT_SPAM,HIGH,
22888,Luar biasa bang ferry membawa narasi sampai bentuk solusi.. semoga hasilnya positif ya bang 👍👍👍,NOT_SPAM,HIGH,
61977,​@atharkhairan6123modal yapping 😂,NOT_SPAM,HIGH,
8505,halo  .bang,NOT_SPAM,HIGH,
